"","QKEY","INTERVIEW_START_W84","INTERVIEW_END_W84","DEVICE_TYPE_W84","LANG_W84","FORM_W84","XATTEND_W84","XCATHOLIC_W84","SATIS_W84","POL1JB_W84","POL1JBSTR_W84","POL1JB_4_W84","JBCONF_PUBH_W84","JBCONF_FRGN_W84","JBCONF_ECON_W84","JBCONF_CRIM_W84","JBCONF_CLSR_W84","JBCONF_RACE_W84","JBCONF_IMMI_W84","BIDENDESC_MDL_W84","BIDENDESC_ORD_W84","BIDENDESC_MENT_W84","BIDENDESC_STND_W84","BIDENDESC_HON_W84","PRESGOODTRUMP_W84","TRUMPPROG_W84","INSTFAV_a_W84","INSTFAV_b_W84","REPPTYTRAIT_a_W84","REPPTYTRAIT_f_W84","REPPTYTRAIT_b_W84","REPPTYTRAIT_g_W84","DEMPTYTRAIT_a_W84","DEMPTYTRAIT_f_W84","DEMPTYTRAIT_b_W84","DEMPTYTRAIT_g_W84","COVIDSPIR_W84","PPLFAV_a_W84","PPLFAV_b_W84","PPLFAV_c_W84","CAND_b_W84","CAND_d_W84","CAND_g_W84","BIDENRELIG_W84","HARRISRELIG_W84","BIDRELTLK_W84","JAN6LE_IMP_W84","JAN6LE_CONF_W84","JAN6PEN_A_W84","JAN6PEN_B_W84","JAN6ATTN_W84","IMPEACHACT2_W84","ATTENDMONTH_W84","ATTENDONLINE_W84","COVIDCONG2_W84","COVIDCONG3_W84","COVIDCONG4_W84","CONGRESTRICT1_a_W84","CONGRESTRICT1_b_W84","CONGRESTRICT1_c_W84","CONGRESTRICT1_d_W84","CONGRESTRICT1_e_W84","CONGRESTRICT2_a_W84","CONGRESTRICT2_b_W84","CONGRESTRICT2_c_W84","CONGRESTRICT2_d_W84","CONGRESTRICT2_e_W84","ATTENDCONF_W84","SERMONISSUE_h_W84","SERMONISSUE_i_W84","SERMONISSUE_j_W84","SERMONISSUE_k_W84","ESTR21_W84","ESTRTYP_W84","THERMTRUMP_W84","THERMBIDEN_W84","VLNTEXTR2_ISL_W84","VLNTEXTR2_CHR_W84","VLNTEXTR2_LEFT_W84","VLNTEXTR2_RGHT_W84","ECON1_W84","ECON1B_W84","COVID_ASSIST21_W84","COVIDLEG21A_W84","BIDEN_GOODFAITHC_W84","REPS_GOODFAITHC_W84","COVID_LIFEN_W84","COVID_JOBSN_W84","DISCRRIM_a_W84","DISCRRIM_b_W84","DISCRRIM_c_W84","DISCRRIM_j_W84","DISCRRIM_d_W84","DISCRRIM_e_W84","DISCRRIM_i_W84","DISCRRIM_f_W84","DISCRRIM_g_W84","DISCRRIM_h_W84","VTCHNGRULES_W84","VTEFFORT_W84","PARTY_W84","PARTYLN_W84","PARTYSTR_W84","REPPTYACC_a_W84","REPPTYACC_b_W84","REPPTYACC_c_W84","REPPTYACC_d_W84","DEMPTYACC_a_W84","DEMPTYACC_b_W84","DEMPTYACC_d_W84","COMMIF_a_W84","COMMIF_b_W84","COMMIF_c_W84","COMMIF_d_W84","BIDENCM_W84","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","CHRNATd_W84","CHRNATe_W84","CHRNATf_W84","CHRNATg_W84","RELRTHRD_W84","RELLTHRD_W84","RELRTAG_W84","RELLTAG_W84","QANON_KNOW_W84","QANON_FAV_W84","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE2","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W84","WEIGHT_W70_W84","WEIGHT_W80_W84","attend"
"6296",201901047548,2021-03-02 14:49:42,2021-03-02 15:08:04,2,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,2,3,2,NA,3,2,2,NA,2,2,2,3,2,3,3,3,1,1,1,1,3,2,2,NA,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,20,85,NA,NA,1,1,3,1,1,NA,1,1,3,3,1,2,3,2,NA,NA,NA,3,1,2,NA,2,3,2,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,2,2,2,2,2,9,2,3,3,NA,NA,NA,NA,1,3,5,2,2,1,6,1,7,2,1,3,2,6,1,2,2,2,5,3,2,2,4,5,NA,4,1,2,2,0.0836117689606355,0.0928882957969101,NA,"Neither"
"6297",201901047919,2021-03-03 18:09:50,2021-03-03 18:23:49,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,NA,4,3,2,NA,2,3,3,NA,3,2,2,3,2,4,2,4,2,2,2,9,3,1,3,NA,2,3,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,1,0,80,NA,NA,1,1,4,2,1,NA,1,2,3,3,2,2,3,2,NA,NA,NA,3,2,3,NA,2,2,NA,1,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,9,9,9,2,9,9,9,3,3,NA,NA,NA,NA,1,3,5,2,2,1,5,1,7,4,2,3,1,6,1,1,2,1,3,2,NA,2,3,5,1,3,2,2,2,0.10585663724317,0.126674135366851,NA,"Online only"
"6298",201901047965,2021-03-04 11:08:54,2021-03-04 11:18:24,1,1,1,2,1,1,NA,NA,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,5,NA,3,2,2,NA,2,2,2,NA,2,2,3,1,4,8,3,2,2,2,2,3,1,1,2,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,70,1,3,NA,NA,2,1,1,1,NA,NA,2,3,1,2,4,2,1,2,3,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,1,3,NA,1,1,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,NA,4,NA,1,3,5,2,1,1,6,1,5,2,4,3,2,6,1,2,2,2,5,3,2,2,4,9,NA,4,1,2,3,0.133046140502439,0.138289632557873,NA,"Neither"
"6299",201901047989,2021-03-02 13:31:32,2021-03-02 13:39:43,2,1,1,2,1,2,NA,NA,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,5,NA,4,2,1,NA,4,4,4,NA,2,1,4,1,4,4,4,1,2,2,1,1,1,1,3,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,75,2,1,NA,NA,4,2,1,2,NA,NA,4,4,1,1,4,1,1,1,4,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,1,4,NA,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,2,4,1,3,5,2,1,1,6,1,3,1,1,3,1,1,6,2,2,2,6,2,NA,2,4,9,1,5,1,1,3,0.137830010740188,NA,NA,"Neither"
"6300",201901048285,2021-03-03 13:20:40,2021-03-03 13:36:08,2,2,2,2,2,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,NA,1,2,3,NA,2,2,1,NA,1,4,4,3,4,2,2,2,1,4,2,2,2,1,2,NA,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,100,50,NA,NA,1,1,3,1,1,NA,1,2,3,3,2,1,4,2,NA,NA,NA,3,3,1,NA,2,1,NA,2,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,3,3,NA,NA,NA,NA,1,3,5,2,2,2,3,1,5,3,1,3,2,6,6,1,1,1,4,1,NA,1,1,2,NA,2,2,2,1,0.099528361773914,0.0996371928174786,0.0812700755302302,"Online only"
"6301",201901048759,2021-03-03 04:26:19,2021-03-04 12:01:22,1,2,1,1,2,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,2,1,2,NA,2,2,2,NA,2,2,1,2,8,8,2,1,1,2,2,3,1,2,2,NA,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,80,99,1,2,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,2,2,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,NA,NA,NA,NA,4,NA,1,3,5,2,2,1,6,1,2,2,1,3,1,2,1,1,1,1,3,2,NA,2,3,2,1,3,1,2,1,0.0035392118550153,0.0383430202138694,NA,"Both"
"6302",201901048814,2021-03-02 18:58:31,2021-03-02 19:16:35,1,2,1,2,1,2,NA,NA,3,3,4,4,3,4,3,4,NA,NA,NA,NA,NA,1,NA,1,4,2,NA,2,1,4,NA,4,4,3,1,4,2,2,4,4,9,9,2,2,3,3,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,100,0,1,1,NA,NA,2,3,1,3,NA,NA,2,3,3,2,4,4,2,2,2,NA,NA,NA,2,NA,1,NA,1,3,3,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,1,1,2,1,1,NA,NA,NA,NA,2,3,1,3,5,3,1,2,3,1,97,4,1,3,1,6,1,2,2,2,6,1,NA,1,1,3,1,2,2,2,2,0.129620380157976,0.128663344066244,0.132559916066417,"Neither"
"6303",201901049062,2021-03-02 20:19:53,2021-03-02 20:39:07,1,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,4,4,1,NA,3,2,3,NA,2,2,1,3,4,4,8,4,1,1,2,2,3,1,1,NA,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,50,100,NA,NA,1,1,3,1,1,NA,1,2,3,3,1,1,4,1,NA,NA,NA,1,1,1,NA,1,2,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,1,9,2,1,1,1,2,1,1,NA,NA,1,3,7,2,1,3,2,1,5,1,1,3,1,1,6,1,2,1,5,2,NA,2,3,1,1,2,1,2,1,0.0965525695404271,0.093346380475695,NA,"Neither"
"6304",201901049128,2021-03-02 13:41:25,2021-03-02 14:28:11,2,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,4,3,1,NA,3,3,3,NA,1,2,1,3,2,3,8,4,1,2,2,9,3,1,1,NA,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,100,NA,NA,2,2,3,1,1,NA,1,2,2,2,1,2,3,3,NA,NA,NA,2,1,2,NA,1,2,NA,2,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,2,2,1,2,2,9,2,3,3,NA,NA,NA,NA,1,3,5,2,1,1,5,1,8,2,5,3,2,6,6,2,2,2,4,2,NA,2,3,2,NA,3,1,2,2,0.097643391904948,NA,0.103851069165585,"Neither"
"6305",201901049187,2021-03-04 20:05:24,2021-03-04 20:31:48,2,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,1,4,4,NA,1,1,1,NA,4,4,1,4,2,1,2,2,4,2,9,1,1,1,1,NA,3,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,100,0,1,3,NA,NA,3,1,2,1,NA,NA,2,2,2,2,3,2,2,2,3,NA,NA,NA,1,NA,1,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,9,9,1,1,NA,NA,NA,NA,2,3,1,3,5,3,1,2,4,1,7,4,1,3,1,6,1,1,1,1,1,1,NA,1,1,8,1,1,2,1,2,0.102628208027467,0.121466402245781,0.109997881872823,"Both"
"6306",201901049246,2021-03-02 22:41:11,2021-03-02 22:56:35,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,3,4,2,NA,2,4,4,NA,2,1,1,2,2,4,4,3,1,3,2,9,3,1,2,NA,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,NA,NA,2,1,2,1,1,NA,1,2,3,3,3,2,4,3,NA,NA,NA,4,2,4,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,2,1,2,1,1,1,2,9,9,9,2,2,2,3,3,NA,NA,NA,NA,1,3,5,3,1,2,4,1,4,4,5,3,1,6,3,2,2,2,4,2,NA,2,3,3,1,3,2,2,2,0.0845692869600169,0.0906797323052087,NA,"Neither"
"6307",201901049331,2021-03-02 13:06:59,2021-03-02 13:50:39,1,1,1,1,1,1,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,NA,2,3,2,NA,2,2,2,NA,2,2,1,1,3,8,4,2,3,2,1,2,1,1,2,NA,3,2,1,1,1,2,1,1,1,3,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,70,75,3,3,NA,NA,2,1,1,1,NA,NA,3,3,2,4,2,4,3,3,3,NA,NA,NA,2,NA,3,1,NA,3,4,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,9,2,9,2,NA,NA,NA,NA,4,NA,1,3,5,2,1,1,5,1,8,1,1,3,1,1,6,2,1,2,2,3,1,1,2,4,2,3,2,1,2,0.125142114794995,0.122075219795076,NA,"Both"
"6308",201901049425,2021-03-02 14:22:25,2021-03-02 14:58:49,1,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,4,2,NA,1,4,4,NA,3,1,1,3,1,4,4,4,1,2,2,1,3,1,2,NA,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,NA,NA,3,1,2,1,1,NA,1,2,2,2,1,1,4,1,NA,NA,NA,1,1,4,NA,2,3,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,2,1,9,NA,NA,1,3,5,2,1,1,5,1,7,4,1,3,1,6,1,1,1,1,4,3,2,2,4,5,1,5,1,1,2,0.0707626099333256,0.0786792603963341,NA,"Neither"
"6309",201901049430,2021-03-02 16:31:24,2021-03-06 13:06:25,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,4,4,2,NA,4,3,4,NA,2,2,1,4,1,4,3,4,1,3,2,9,3,1,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,80,NA,NA,1,1,3,1,1,NA,1,2,3,3,1,2,4,2,NA,NA,NA,3,1,4,NA,2,2,NA,2,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,NA,NA,NA,NA,1,3,5,2,1,1,6,1,8,3,1,3,1,6,1,2,2,2,5,2,NA,2,4,9,1,4,1,2,3,0.0035392118550153,0.00260277293164912,0.0393780850052574,"Neither"
"6310",201901049460,2021-03-02 13:51:11,2021-03-02 13:57:22,2,2,1,1,2,1,NA,NA,3,3,3,4,3,3,4,2,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,1,2,2,NA,2,2,3,2,2,8,2,4,3,2,2,3,2,2,2,NA,2,3,1,1,1,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,80,60,3,2,NA,NA,3,2,1,2,NA,NA,2,3,1,1,3,2,2,2,3,NA,NA,NA,2,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,9,1,2,9,2,NA,NA,NA,NA,4,NA,1,3,5,1,2,2,4,1,97,2,1,3,1,6,6,1,1,1,2,1,NA,1,2,1,3,3,1,2,1,0.169170937605008,0.25448510187055,0.208423902302101,"Both"
"6311",201901049492,2021-03-02 13:30:41,2021-03-02 13:48:16,1,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,NA,2,3,2,NA,3,3,3,NA,2,2,2,1,1,3,2,2,1,2,2,2,3,1,2,NA,3,3,1,2,1,1,2,2,1,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,2,40,60,NA,NA,1,1,2,2,1,NA,1,1,3,3,1,1,2,2,NA,NA,NA,2,2,2,NA,2,3,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,2,1,1,2,1,9,3,3,NA,NA,NA,NA,1,3,5,3,1,1,6,1,97,4,1,3,1,6,1,2,2,2,3,3,1,1,2,1,1,3,1,2,1,0.0788378046262058,0.0896673260795344,0.0822492335018692,"Online only"
"6312",201901049746,2021-03-02 12:55:21,2021-03-02 13:06:28,2,1,1,1,2,2,NA,NA,4,2,3,3,4,3,2,2,NA,NA,NA,NA,NA,2,NA,2,3,3,NA,2,2,2,NA,2,3,1,4,4,2,2,2,3,2,9,3,1,1,1,NA,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,70,80,1,2,NA,NA,3,1,1,1,NA,NA,3,3,2,2,1,2,1,2,2,NA,NA,NA,2,NA,1,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,NA,NA,NA,NA,3,4,1,3,5,2,1,1,6,1,2,1,1,3,1,1,1,1,1,1,1,1,NA,1,1,9,1,2,1,2,3,0.084438433977094,0.0867010982511603,NA,"Both"
"6313",201901049801,2021-03-04 08:57:43,2021-03-04 11:26:57,2,1,1,2,1,1,NA,NA,2,2,3,3,2,2,3,3,NA,NA,NA,NA,NA,4,NA,2,3,2,NA,2,2,2,NA,2,2,1,3,4,2,4,1,2,9,9,3,2,1,1,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,50,1,1,NA,NA,2,2,1,3,NA,NA,1,1,2,1,1,3,1,1,2,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,2,4,NA,1,1,1,1,1,2,9,1,1,2,1,2,NA,NA,NA,NA,4,NA,1,3,5,2,2,2,4,1,97,2,1,3,1,6,1,2,2,2,4,3,2,2,3,4,1,3,1,2,2,0.0973818207191903,0.119131528251998,NA,"Neither"
"6314",201901049846,2021-03-06 17:08:48,2021-03-06 17:22:06,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,4,4,2,NA,3,4,3,NA,2,3,2,1,4,4,2,4,2,2,2,2,3,1,3,NA,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,0,70,NA,NA,1,1,4,1,1,NA,1,2,4,4,1,1,4,1,NA,NA,NA,4,1,4,NA,2,3,2,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,1,2,99,1,2,1,1,1,1,2,3,NA,NA,1,3,5,3,1,1,6,1,97,4,1,3,1,6,1,1,1,1,4,3,2,2,3,9,1,2,2,1,3,0.0753693870222745,NA,0.0785382859898657,"Online only"
"6315",201901049869,2021-03-02 20:16:51,2021-03-03 16:10:08,3,2,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,2,3,2,NA,3,2,1,NA,2,2,2,1,1,4,2,4,2,3,2,8,3,1,2,NA,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,40,80,NA,NA,1,1,2,1,1,NA,1,2,2,2,2,2,3,3,NA,NA,NA,3,2,4,NA,1,3,2,NA,NA,NA,NA,NA,3,NA,1,2,2,2,1,2,99,1,9,1,2,1,1,2,3,9,NA,NA,NA,1,3,5,4,1,2,3,1,2,4,1,3,1,2,6,2,2,2,2,3,2,2,3,1,1,3,NA,2,1,0.103030807962607,0.105251414755384,0.0756371613689402,"Both"
"6316",201901049879,2021-03-03 11:27:08,2021-03-03 11:43:41,2,2,1,1,1,2,NA,NA,2,1,3,2,2,3,3,4,NA,NA,NA,NA,NA,5,NA,4,2,4,NA,4,3,2,NA,2,3,2,1,3,1,4,3,2,9,9,2,2,2,1,NA,1,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,0,75,2,3,NA,NA,2,1,2,2,NA,NA,1,2,1,2,4,3,3,2,2,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,3,2,NA,2,1,1,1,2,2,1,1,1,2,1,2,NA,NA,NA,NA,4,NA,1,3,5,2,1,3,2,1,97,3,4,3,2,6,2,2,1,2,3,2,NA,2,4,3,NA,4,1,2,1,0.158844650604986,NA,NA,"Neither"
"6317",201901049958,2021-03-02 18:56:20,2021-03-02 19:05:49,2,2,1,2,1,1,NA,NA,2,1,3,1,1,1,2,3,NA,NA,NA,NA,NA,3,NA,3,2,2,NA,3,3,3,NA,2,2,3,2,3,3,3,2,3,9,9,2,2,2,1,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,70,1,2,NA,NA,3,1,1,3,NA,NA,2,2,3,2,4,3,2,2,3,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,3,4,NA,1,1,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,NA,4,NA,1,4,8,4,1,3,1,1,1,2,1,3,2,5,3,2,2,2,4,2,NA,2,3,1,NA,3,2,2,2,0.113485342310704,0.126866843029412,NA,"Neither"
"6318",201901050020,2021-03-02 15:34:11,2021-03-02 16:00:42,2,2,1,1,1,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,4,NA,3,2,2,NA,2,2,2,NA,2,2,3,2,8,8,4,1,2,2,9,3,1,3,2,NA,3,1,2,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,2,0,70,2,2,NA,NA,3,3,1,2,NA,NA,4,4,2,2,2,2,2,3,4,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,4,4,NA,1,1,1,1,1,9,9,99,9,9,9,9,NA,NA,NA,NA,4,NA,1,3,5,2,2,2,4,2,NA,2,1,1,2,6,1,2,2,2,3,2,NA,2,3,2,NA,3,1,2,1,0.166293768807446,0.218257118555044,0.110755608091555,"Neither"
"6319",201901050135,2021-03-02 12:59:45,2021-03-02 13:10:17,2,2,1,2,1,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,4,NA,4,2,2,NA,3,3,3,NA,2,2,3,3,3,8,2,2,2,9,9,2,2,2,1,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,60,1,2,NA,NA,4,1,1,2,NA,NA,3,3,1,1,3,2,2,2,3,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,4,4,NA,2,1,2,1,2,2,2,1,2,2,2,1,NA,NA,NA,NA,4,NA,1,1,2,1,1,1,5,1,8,2,99,3,1,6,1,2,2,2,5,2,NA,2,3,5,2,3,1,1,2,0.141197828625249,NA,0.166584042446371,"Neither"
"6320",201901050162,2021-03-02 17:01:42,2021-03-02 17:09:07,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,4,3,3,NA,4,4,3,NA,1,3,2,1,4,4,8,4,3,3,9,9,3,1,4,NA,1,3,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,50,50,NA,NA,2,2,3,3,1,NA,2,2,3,3,2,2,2,1,NA,NA,NA,2,2,4,NA,1,4,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,9,2,2,2,2,2,3,1,NA,9,NA,NA,1,3,7,1,1,2,3,1,1,1,5,3,1,1,6,1,2,1,1,4,2,2,3,1,3,3,1,1,1,0.384145568856687,0.334206689943719,0.285680589625018,"Online only"
"6321",201901050351,2021-03-02 13:31:07,2021-03-02 13:41:36,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,1,3,NA,1,1,1,NA,3,3,3,1,3,8,8,2,3,4,2,99,2,2,2,NA,3,2,3,1,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,100,50,NA,NA,1,1,2,2,1,NA,2,1,3,3,2,2,2,2,NA,NA,NA,1,2,1,NA,1,1,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,2,1,1,4,NA,NA,1,3,5,3,2,3,2,1,2,1,1,3,1,1,1,1,1,1,3,1,NA,1,1,7,1,2,1,2,2,0.135083235049886,0.133709928855756,NA,"Both"
"6322",201901050412,2021-03-02 17:24:18,2021-03-02 17:34:55,2,1,1,1,1,2,NA,NA,3,2,2,3,3,2,3,2,NA,NA,NA,NA,NA,2,NA,2,3,2,NA,3,2,2,NA,3,3,3,1,3,8,3,3,4,2,9,2,1,2,3,NA,3,3,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,65,60,2,2,NA,NA,3,3,1,3,NA,NA,4,3,2,2,3,2,3,3,3,NA,NA,NA,2,NA,3,1,NA,2,4,NA,NA,NA,NA,NA,2,2,1,1,2,9,2,9,1,2,1,9,NA,NA,NA,NA,4,NA,1,3,5,1,1,2,4,1,7,3,1,3,1,6,6,2,2,2,2,3,1,1,2,5,2,3,1,1,2,0.414113030409138,0.526243951829696,0.552393427264379,"Both"
"6323",201901050425,2021-03-03 21:34:51,2021-03-03 22:05:16,2,1,1,2,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,5,NA,3,2,1,NA,3,3,2,NA,2,2,3,1,4,3,4,2,2,2,1,3,1,1,3,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,80,2,1,NA,NA,3,1,1,3,NA,NA,3,4,2,2,3,2,2,2,3,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,2,4,NA,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,4,NA,1,3,7,4,2,2,4,2,NA,4,1,1,1,6,1,2,2,2,4,3,2,2,3,2,1,3,NA,2,2,0.111356218236748,0.0964942182114734,0.0393780850052574,"Neither"
"6324",201901050441,2021-03-02 14:52:10,2021-03-02 15:16:37,2,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,4,4,4,NA,1,1,1,NA,4,4,1,4,3,1,2,4,4,6,6,2,4,NA,1,NA,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,100,0,1,3,NA,NA,4,2,2,1,NA,NA,99,4,4,4,1,4,4,4,1,NA,NA,NA,1,NA,4,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,9,1,1,NA,NA,NA,NA,4,NA,1,3,5,2,1,2,4,1,7,4,1,3,1,6,1,1,1,1,1,4,1,1,1,6,1,2,1,1,2,0.07521216760059,NA,0.0739450423622179,"Both"
